"","area","mean","year"
"Percent_NonVegetated_VCF5KYR_1991001","full","7.66368669624645","1999"
"110","Boreal","2.8257221236082","1999"
"210","Tundra","16.5642064913438","1999"
"119","siberia_tundra","8.49217369351174","1999"
"219","east_siberia","3.55037193854759","1999"
"39","west_siberia","1.6894544624515","1999"
"49","fenno","9.92501147315282","1999"
"59","alaska","6.87239315440007","1999"
"69","canada_tundra","25.2852585669782","1999"
"79","east_canada","3.79682469541064","1999"
"89","west_canada","4.53992035302981","1999"
"Percent_NonVegetated_VCF5KYR_1992001","full","8.76989075274493","2000"
"120","Boreal","3.34478482797279","2000"
"220","Tundra","18.7495208470795","2000"
"1110","siberia_tundra","10.2698308507953","2000"
"2110","east_siberia","3.98444267484996","2000"
"310","west_siberia","2.23225291029445","2000"
"410","fenno","11.0242312987609","2000"
"510","alaska","9.94211166183485","2000"
"610","canada_tundra","27.7307414330218","2000"
"710","east_canada","4.09693201186794","2000"
"810","west_canada","5.37780647938866","2000"
"Percent_NonVegetated_VCF5KYR_1993001","full","8.39056031141241","2001"
"121","Boreal","2.98847065218314","2001"
"221","Tundra","18.3334825776856","2001"
"1111","siberia_tundra","10.267987881848","2001"
"2111","east_siberia","3.94135412822654","2001"
"311","west_siberia","1.98227193182683","2001"
"411","fenno","10.5614502065167","2001"
"511","alaska","8.56943795006079","2001"
"611","canada_tundra","27.7465669781931","2001"
"711","east_canada","2.96196578498832","2001"
"811","west_canada","4.59244430093639","2001"
"Percent_NonVegetated_VCF5KYR_1995001","full","8.08218010677311","2002"
"122","Boreal","3.32298735381297","2002"
"222","Tundra","16.8438432777202","2002"
"1112","siberia_tundra","9.29904064630144","2002"
"2112","east_siberia","4.0405830598015","2002"
"312","west_siberia","2.31035532222476","2002"
"412","fenno","10.2925562184488","2002"
"512","alaska","7.90012157486206","2002"
"612","canada_tundra","24.3820560747664","2002"
"712","east_canada","3.82412726469289","2002"
"812","west_canada","5.54624905822839","2002"
"Percent_NonVegetated_VCF5KYR_1996001","full","8.37255128353154","2003"
"123","Boreal","3.49212692049633","2003"
"223","Tundra","17.3600087975618","2003"
"1113","siberia_tundra","10.1694774046958","2003"
"2113","east_siberia","4.58544875405442","2003"
"313","west_siberia","2.5757817849806","2003"
"413","fenno","10.4433960532354","2003"
"513","alaska","7.99541756289161","2003"
"613","canada_tundra","24.7063676012461","2003"
"713","east_canada","3.57941417839783","2003"
"813","west_canada","5.38230545689377","2003"
"Percent_NonVegetated_VCF5KYR_1997001","full","7.6192895354655","2004"
"124","Boreal","3.04369261866948","2004"
"224","Tundra","16.0410736167405","2004"
"1114","siberia_tundra","9.1319363797021","2004"
"2114","east_siberia","3.9072678540214","2004"
"314","west_siberia","2.10499885870806","2004"
"414","fenno","10.1511151904543","2004"
"514","alaska","7.07705975872066","2004"
"614","canada_tundra","22.9135950155763","2004"
"714","east_canada","3.35802663973234","2004"
"814","west_canada","4.61136583790765","2004"
"Percent_NonVegetated_VCF5KYR_1998001","full","11.8808973999483","2005"
"125","Boreal","4.94539378137129","2005"
"225","Tundra","24.6680569956326","2005"
"1115","siberia_tundra","17.7221408735168","2005"
"2115","east_siberia","5.55494590867598","2005"
"315","west_siberia","3.28870881838241","2005"
"415","fenno","12.1869297843047","2005"
"515","alaska","11.9263069297671","2005"
"615","canada_tundra","36.5888099688474","2005"
"715","east_canada","7.29474149359258","2005"
"815","west_canada","7.15780863200947","2005"
"Percent_NonVegetated_VCF5KYR_1999001","full","8.04924648533932","2006"
"126","Boreal","3.24248575286854","2006"
"226","Tundra","16.8956310679612","2006"
"1116","siberia_tundra","10.011991921232","2006"
"2116","east_siberia","4.17336415017383","2006"
"316","west_siberia","2.20870425321464","2006"
"416","fenno","10.3313262964663","2006"
"516","alaska","7.23852052744786","2006"
"616","canada_tundra","24.5865919003115","2006"
"716","east_canada","3.55056498958399","2006"
"816","west_canada","4.70814766978797","2006"
"Percent_NonVegetated_VCF5KYR_2001001","full","7.87135544669317","2007"
"127","Boreal","2.9675012527284","2007"
"227","Tundra","16.899291482075","2007"
"1117","siberia_tundra","9.87197677354204","2007"
"2117","east_siberia","3.78358614795968","2007"
"317","west_siberia","2.4027619265008","2007"
"417","fenno","9.94252409362092","2007"
"517","alaska","7.84204619844758","2007"
"617","canada_tundra","24.2601370716511","2007"
"717","east_canada","3.67259011426046","2007"
"817","west_canada","4.57109030244323","2007"
"Percent_NonVegetated_VCF5KYR_2002001","full","8.14196370154112","2008"
"128","Boreal","3.07587712220684","2008"
"228","Tundra","17.4743378263738","2008"
"1118","siberia_tundra","10.9775309265337","2008"
"2118","east_siberia","3.80150329209315","2008"
"318","west_siberia","2.62257475462223","2008"
"418","fenno","10.1881964203763","2008"
"518","alaska","7.45908538296082","2008"
"618","canada_tundra","24.8647476635514","2008"
"718","east_canada","3.58818887696484","2008"
"818","west_canada","5.00650091486385","2008"
"Percent_NonVegetated_VCF5KYR_2003001","full","8.76752107146981","2009"
"129","Boreal","3.43648879338899","2009"
"229","Tundra","18.5935919188111","2009"
"1119","siberia_tundra","11.4511234536733","2009"
"2119","east_siberia","4.87976576611572","2009"
"319","west_siberia","1.99288594689188","2009"
"419","fenno","10.0657732905002","2009"
"519","alaska","7.39684840549892","2009"
"619","canada_tundra","27.5137943925234","2009"
"719","east_canada","3.95211792184837","2009"
"819","west_canada","5.09387579377893","2009"
"Percent_NonVegetated_VCF5KYR_2004001","full","8.28221474480567","2010"
"130","Boreal","3.216658315144","2010"
"230","Tundra","17.59038709272","2010"
"1120","siberia_tundra","10.1400656399899","2010"
"2120","east_siberia","4.16605162468196","2010"
"320","west_siberia","2.40044129955109","2010"
"420","fenno","9.70347865993575","2010"
"520","alaska","6.49738146450949","2010"
"620","canada_tundra","26.7041495327103","2010"
"720","east_canada","3.83287039959598","2010"
"820","west_canada","5.32984608761167","2010"
"Percent_NonVegetated_VCF5KYR_2005001","full","9.03062167021294","2011"
"131","Boreal","3.53950553323764","2011"
"231","Tundra","19.1334872906652","2011"
"1121","siberia_tundra","12.4456450391315","2011"
"2121","east_siberia","5.12263289762464","2011"
"321","west_siberia","2.21441071292703","2011"
"421","fenno","10.4031206975677","2011"
"521","alaska","8.26012344524455","2011"
"621","canada_tundra","27.5554392523364","2011"
"721","east_canada","3.08392778233697","2011"
"821","west_canada","5.35001614465612","2011"
"Percent_NonVegetated_VCF5KYR_2006001","full","7.59278869150708","2012"
"132","Boreal","2.83710708916878","2012"
"232","Tundra","16.3479200050272","2012"
"1122","siberia_tundra","9.49762686190356","2012"
"2122","east_siberia","3.75393788723367","2012"
"322","west_siberia","1.90127824697558","2012"
"422","fenno","9.63645709040845","2012"
"522","alaska","7.67277658281118","2012"
"622","canada_tundra","23.3765732087227","2012"
"722","east_canada","3.22230288491888","2012"
"822","west_canada","4.56824884296631","2012"
"Percent_NonVegetated_VCF5KYR_2007001","full","7.51479263914318","2013"
"133","Boreal","2.93581784055103","2013"
"233","Tundra","15.945093788293","2013"
"1123","siberia_tundra","9.13622822519566","2013"
"2123","east_siberia","3.51667411191174","2013"
"323","west_siberia","1.81731720307388","2013"
"423","fenno","9.64655346489215","2013"
"523","alaska","6.77171981670252","2013"
"623","canada_tundra","23.2313271028037","2013"
"723","east_canada","3.77864402499842","2013"
"823","west_canada","4.99123883327952","2013"
"Percent_NonVegetated_VCF5KYR_2008001","full","7.62782258729609","2014"
"134","Boreal","2.94865087521127","2014"
"234","Tundra","16.2421136142269","2014"
"1124","siberia_tundra","9.04748800807877","2014"
"2124","east_siberia","3.46865228115835","2014"
"324","west_siberia","2.11458571102488","2014"
"424","fenno","9.78344194584672","2014"
"524","alaska","7.38539231272795","2014"
"624","canada_tundra","23.9873146417446","2014"
"724","east_canada","3.23802158954611","2014"
"824","west_canada","5.1628672909267","2014"
"Percent_NonVegetated_VCF5KYR_2009001","full","7.99578570603856","2015"
"135","Boreal","3.04224030303288","2015"
"235","Tundra","17.1229930562101","2015"
"1125","siberia_tundra","10.3287301186569","2015"
"2125","east_siberia","3.73019402956086","2015"
"325","west_siberia","2.11766719926957","2015"
"425","fenno","10.0219183111519","2015"
"525","alaska","7.40760310483494","2015"
"625","canada_tundra","25.0812710280374","2015"
"725","east_canada","3.40174231424784","2015"
"825","west_canada","5.01902916801205","2015"
"Percent_NonVegetated_VCF5KYR_2010001","full","7.86156607891973","2016"
"136","Boreal","3.06399106528626","2016"
"236","Tundra","16.6971989191567","2016"
"1126","siberia_tundra","10.5695026508457","2016"
"2126","east_siberia","3.80485365237827","2016"
"326","west_siberia","2.37350680970859","2016"
"426","fenno","9.77204222120239","2016"
"526","alaska","7.43163751987281","2016"
"626","canada_tundra","23.6322242990654","2016"
"726","east_canada","3.41503061675399","2016"
"826","west_canada","4.98247766655904","2016"
