"","area","mean","year"
"Percent_TreeCover_VCF5KYR_1993001","full","30.4375140888823","2001"
"121","Boreal","42.4852008187323","2001"
"221","Tundra","8.3377164043108","2001"
"1111","siberia_tundra","7.47286038879071","2001"
"2111","east_siberia","34.4141627983763","2001"
"311","west_siberia","46.9292398995663","2001"
"411","fenno","38.377365764112","2001"
"511","alaska","21.2012531562705","2001"
"611","canada_tundra","2.59244859813084","2001"
"711","east_canada","49.1642257433243","2001"
"811","west_canada","38.48369389732","2001"
"Percent_TreeCover_VCF5KYR_1995001","full","28.4033818815599","2002"
"122","Boreal","39.9232863100142","2002"
"222","Tundra","7.26875765859176","2002"
"1112","siberia_tundra","6.77884372633173","2002"
"2112","east_siberia","32.9714005477111","2002"
"312","west_siberia","45.7565243856045","2002"
"412","fenno","38.7881780633318","2002"
"512","alaska","22.2857009258393","2002"
"612","canada_tundra","2.09400623052959","2002"
"712","east_canada","42.4584937819582","2002"
"812","west_canada","31.0459369282101","2002"
"Percent_TreeCover_VCF5KYR_1996001","full","27.2187831604181","2003"
"123","Boreal","38.1261136543149","2003"
"223","Tundra","7.20775599333899","2003"
"1113","siberia_tundra","6.97821257258268","2003"
"2113","east_siberia","29.9580962184629","2003"
"313","west_siberia","43.1951609221639","2003"
"413","fenno","36.5043965121615","2003"
"513","alaska","20.6461236322828","2003"
"613","canada_tundra","2.3668785046729","2003"
"713","east_canada","43.2053216337352","2003"
"813","west_canada","32.4126789366053","2003"
"Percent_TreeCover_VCF5KYR_1997001","full","30.4655241614022","2004"
"124","Boreal","42.5419940038898","2004"
"224","Tundra","8.31108021491187","2004"
"1114","siberia_tundra","7.05814188336279","2004"
"2114","east_siberia","34.914735758541","2004"
"314","west_siberia","47.8653655938522","2004"
"414","fenno","40.7396236805874","2004"
"514","alaska","24.2865893575236","2004"
"614","canada_tundra","2.89682242990654","2004"
"714","east_canada","45.0757527933843","2004"
"814","west_canada","35.7510494026477","2004"
"Percent_TreeCover_VCF5KYR_1998001","full","28.6166889339733","2005"
"125","Boreal","39.919545110962","2005"
"225","Tundra","7.8853489175857","2005"
"1115","siberia_tundra","6.64365059328452","2005"
"2115","east_siberia","33.4442092178608","2005"
"315","west_siberia","44.3102411930305","2005"
"415","fenno","37.0325286828821","2005"
"515","alaska","21.2776115215562","2005"
"615","canada_tundra","2.77619937694704","2005"
"715","east_canada","41.0601919070766","2005"
"815","west_canada","35.4860617802174","2005"
"Percent_TreeCover_VCF5KYR_1999001","full","28.8364727486653","2006"
"126","Boreal","40.2885564322295","2006"
"226","Tundra","7.82852609419675","2006"
"1116","siberia_tundra","6.11956576622065","2006"
"2116","east_siberia","31.8767455862645","2006"
"316","west_siberia","45.3041162596059","2006"
"416","fenno","39.3184212941716","2006"
"516","alaska","23.5014963059946","2006"
"616","canada_tundra","2.66900934579439","2006"
"716","east_canada","43.6511583864655","2006"
"816","west_canada","35.1801097836616","2006"
"Percent_TreeCover_VCF5KYR_2001001","full","29.3525519433036","2007"
"127","Boreal","41.1686809406929","2007"
"227","Tundra","7.67280139504195","2007"
"1117","siberia_tundra","6.90812926028781","2007"
"2117","east_siberia","34.1541748402509","2007"
"317","west_siberia","43.3021760633037","2007"
"417","fenno","39.6190362551629","2007"
"517","alaska","21.791592630693","2007"
"617","canada_tundra","2.51072897196262","2007"
"717","east_canada","42.9531279590935","2007"
"817","west_canada","35.6763965127543","2007"
"Percent_TreeCover_VCF5KYR_2002001","full","29.2596010578345","2008"
"128","Boreal","40.9150055629634","2008"
"228","Tundra","7.87296949131241","2008"
"1118","siberia_tundra","6.59030547841454","2008"
"2118","east_siberia","34.0286480082351","2008"
"318","west_siberia","44.4428212736818","2008"
"418","fenno","40.3787058283616","2008"
"518","alaska","24.835733657533","2008"
"618","canada_tundra","2.12311526479751","2008"
"718","east_canada","41.3526292532037","2008"
"818","west_canada","33.9795501022495","2008"
"Percent_TreeCover_VCF5KYR_2003001","full","29.6950643552653","2009"
"129","Boreal","41.2819997791801","2009"
"229","Tundra","8.43830709774719","2009"
"1119","siberia_tundra","7.58985104771522","2009"
"2119","east_siberia","32.3629071416086","2009"
"319","west_siberia","48.9641634330062","2009"
"419","fenno","41.1769435520881","2009"
"519","alaska","26.0509211633779","2009"
"619","canada_tundra","2.48368847352025","2009"
"719","east_canada","42.422037750142","2009"
"819","west_canada","35.1339360671618","2009"
"Percent_TreeCover_VCF5KYR_2004001","full","29.1091647835673","2010"
"130","Boreal","40.1036834461497","2010"
"230","Tundra","8.9418889622019","2010"
"1120","siberia_tundra","8.34695783892956","2010"
"2120","east_siberia","33.4492104803154","2010"
"320","west_siberia","46.1282812143346","2010"
"420","fenno","41.4599357503442","2010"
"520","alaska","27.2726082483868","2010"
"620","canada_tundra","1.8322492211838","2010"
"720","east_canada","39.3597626412474","2010"
"820","west_canada","30.8594769131418","2010"
"Percent_TreeCover_VCF5KYR_2005001","full","29.290324442905","2011"
"131","Boreal","40.8719244456146","2011"
"231","Tundra","8.03990322681999","2011"
"1121","siberia_tundra","7.44809391567786","2011"
"2121","east_siberia","30.6592537922194","2011"
"321","west_siberia","48.9893859849349","2011"
"421","fenno","41.6866636071592","2011"
"521","alaska","22.4941082951464","2011"
"621","canada_tundra","2.62903426791277","2011"
"721","east_canada","47.526671296004","2011"
"821","west_canada","33.2876762458293","2011"
"Percent_TreeCover_VCF5KYR_2006001","full","32.831285290932","2012"
"132","Boreal","45.3639154769286","2012"
"232","Tundra","9.84996229616363","2012"
"1122","siberia_tundra","9.09618783135572","2012"
"2122","east_siberia","37.2547827606969","2012"
"322","west_siberia","51.6880468690558","2012"
"422","fenno","43.9811106011932","2012"
"522","alaska","25.4620312353876","2012"
"622","canada_tundra","3.98048598130841","2012"
"722","east_canada","48.2687961618585","2012"
"822","west_canada","37.7256054246045","2012"
"Percent_TreeCover_VCF5KYR_2007001","full","33.9278676717194","2013"
"133","Boreal","46.7068530613285","2013"
"233","Tundra","10.4960646620794","2013"
"1123","siberia_tundra","10.2582681141126","2013"
"2123","east_siberia","39.3625381164177","2013"
"323","west_siberia","56.0747926652971","2013"
"423","fenno","45.0505920146856","2013"
"523","alaska","27.1332179930796","2013"
"623","canada_tundra","3.66644236760125","2013"
"723","east_canada","46.844801464554","2013"
"823","west_canada","37.3819825637714","2013"
"Percent_TreeCover_VCF5KYR_2008001","full","34.3011941874082","2014"
"134","Boreal","46.7894609445997","2014"
"234","Tundra","11.40909447953","2014"
"1124","siberia_tundra","11.6874274173189","2014"
"2124","east_siberia","40.7354963388817","2014"
"324","west_siberia","53.1966826447539","2014"
"424","fenno","43.9661496099128","2014"
"524","alaska","28.137940708875","2014"
"624","canada_tundra","3.77742056074766","2014"
"724","east_canada","48.9379774004166","2014"
"824","west_canada","36.9507695619417","2014"
"Percent_TreeCover_VCF5KYR_2009001","full","32.0242108851392","2015"
"135","Boreal","44.5227147261408","2015"
"235","Tundra","9.09890187576586","2015"
"1125","siberia_tundra","9.0409997475385","2015"
"2125","east_siberia","37.7075863810282","2015"
"325","west_siberia","51.4160009130336","2015"
"425","fenno","43.1409453877926","2015"
"525","alaska","24.5295052838305","2015"
"625","canada_tundra","2.44503426791277","2015"
"725","east_canada","45.7362540243671","2015"
"825","west_canada","35.0700032289312","2015"
"Percent_TreeCover_VCF5KYR_2010001","full","31.4637097882682","2016"
"136","Boreal","43.9264542265782","2016"
"236","Tundra","8.59972664718635","2016"
"1126","siberia_tundra","7.17672304973492","2016"
"2126","east_siberia","36.1737234641754","2016"
"326","west_siberia","46.7398615232443","2016"
"426","fenno","44.7772739788894","2016"
"526","alaska","23.7822874777892","2016"
"626","canada_tundra","2.96383800623053","2016"
"726","east_canada","46.3966290006944","2016"
"826","west_canada","35.8401248520073","2016"
